18S_rRNA	18S_rRNA.1	DOID:9643	Babesiosis	7.225	3.612	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=18S_rRNA&type2=-26&id2=DOID:9643
ENSP00000298440	OXGR1	DOID:1612	Breast cancer	1.357	0.679	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298440&type2=-26&id2=DOID:1612
ENSP00000298492	ABRAXAS2	DOID:1612	Breast cancer	2.661	1.330	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298492&type2=-26&id2=DOID:1612
ENSP00000298510	PRDX3	DOID:1612	Breast cancer	3.754	1.877	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298510&type2=-26&id2=DOID:1612
ENSP00000298527	CLEC1B	DOID:1612	Breast cancer	3.218	1.609	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298527&type2=-26&id2=DOID:1612
ENSP00000298532	SNAPC4	DOID:1612	Breast cancer	1.196	0.598	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298532&type2=-26&id2=DOID:1612
ENSP00000298545	AK8	DOID:1612	Breast cancer	1.578	0.789	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298545&type2=-26&id2=DOID:1612
ENSP00000298552	TSC1	DOID:1612	Breast cancer	3.365	1.682	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298552&type2=-26&id2=DOID:1612
ENSP00000298556	HPRT1	DOID:1612	Breast cancer	4.776	2.388	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298556&type2=-26&id2=DOID:1612
ENSP00000298573	DUSP16	DOID:1612	Breast cancer	2.748	1.374	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298573&type2=-26&id2=DOID:1612
ENSP00000298596	STOX1	DOID:1612	Breast cancer	1.224	0.612	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298596&type2=-26&id2=DOID:1612
ENSP00000298681	SLC39A2	DOID:1612	Breast cancer	1.559	0.779	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298681&type2=-26&id2=DOID:1612
ENSP00000298717	METTL3	DOID:1612	Breast cancer	5.289	2.644	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298717&type2=-26&id2=DOID:1612
ENSP00000298743	GAS1	DOID:1612	Breast cancer	3.714	1.857	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298743&type2=-26&id2=DOID:1612
ENSP00000298746	TRUB1	DOID:1612	Breast cancer	1.641	0.820	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298746&type2=-26&id2=DOID:1612
ENSP00000298767	WAPL	DOID:1612	Breast cancer	2.589	1.295	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298767&type2=-26&id2=DOID:1612
ENSP00000298786	SHLD2	DOID:1612	Breast cancer	3.132	1.566	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298786&type2=-26&id2=DOID:1612
ENSP00000298815	ARHGAP42	DOID:1612	Breast cancer	1.940	0.970	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298815&type2=-26&id2=DOID:1612
ENSP00000298854	RAPSN	DOID:1612	Breast cancer	1.315	0.657	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298854&type2=-26&id2=DOID:1612
ENSP00000298875	CPSF2	DOID:1612	Breast cancer	2.361	1.181	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298875&type2=-26&id2=DOID:1612
ENSP00000298892	CAPRIN2	DOID:1612	Breast cancer	1.124	0.562	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298892&type2=-26&id2=DOID:1612
ENSP00000298910	LRRK2	DOID:1612	Breast cancer	3.469	1.734	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298910&type2=-26&id2=DOID:1612
ENSP00000298912	CLMN	DOID:1612	Breast cancer	2.311	1.156	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298912&type2=-26&id2=DOID:1612
ENSP00000298925	NELL1	DOID:1612	Breast cancer	2.346	1.173	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298925&type2=-26&id2=DOID:1612
ENSP00000298943	C1QL3	DOID:1612	Breast cancer	1.428	0.714	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000298943&type2=-26&id2=DOID:1612
ENSP00000299001	PIWIL4	DOID:1612	Breast cancer	4.901	2.450	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299001&type2=-26&id2=DOID:1612
ENSP00000299022	LIPC	DOID:1612	Breast cancer	2.467	1.233	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299022&type2=-26&id2=DOID:1612
ENSP00000299045	TCP11L2	DOID:1612	Breast cancer	1.087	0.544	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299045&type2=-26&id2=DOID:1612
ENSP00000299084	SPRED1	DOID:1612	Breast cancer	3.223	1.612	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299084&type2=-26&id2=DOID:1612
ENSP00000299106	JAM3	DOID:1612	Breast cancer	2.925	1.462	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299106&type2=-26&id2=DOID:1612
ENSP00000299138	VPS35	DOID:1612	Breast cancer	2.322	1.161	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299138&type2=-26&id2=DOID:1612
ENSP00000299140	SPATA19	DOID:1612	Breast cancer	1.438	0.719	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299140&type2=-26&id2=DOID:1612
ENSP00000299157	IKBIP	DOID:1612	Breast cancer	1.734	0.867	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299157&type2=-26&id2=DOID:1612
ENSP00000299162	FOXN4	DOID:1612	Breast cancer	1.764	0.882	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299162&type2=-26&id2=DOID:1612
ENSP00000299163	HIF1AN	DOID:1612	Breast cancer	3.636	1.818	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299163&type2=-26&id2=DOID:1612
ENSP00000299164	ADAMTS15	DOID:1612	Breast cancer	3.166	1.583	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299164&type2=-26&id2=DOID:1612
ENSP00000299166	NDUFB8	DOID:1612	Breast cancer	2.760	1.380	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299166&type2=-26&id2=DOID:1612
ENSP00000299178	AVPR1A	DOID:1612	Breast cancer	1.896	0.948	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299178&type2=-26&id2=DOID:1612
ENSP00000299192	HEATR3	DOID:1612	Breast cancer	2.389	1.195	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299192&type2=-26&id2=DOID:1612
ENSP00000299198	CKB	DOID:1612	Breast cancer	3.834	1.917	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299198&type2=-26&id2=DOID:1612
ENSP00000299213	LARP6	DOID:1612	Breast cancer	2.327	1.164	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299213&type2=-26&id2=DOID:1612
ENSP00000299237	ZNF319	DOID:1612	Breast cancer	1.638	0.819	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299237&type2=-26&id2=DOID:1612
ENSP00000299259	COPS2	DOID:1612	Breast cancer	2.140	1.070	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299259&type2=-26&id2=DOID:1612
ENSP00000299295	CHODL	DOID:1612	Breast cancer	1.631	0.816	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299295&type2=-26&id2=DOID:1612
ENSP00000299299	PCBD1	DOID:1612	Breast cancer	1.475	0.738	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299299&type2=-26&id2=DOID:1612
ENSP00000299300	CCT2	DOID:1612	Breast cancer	3.521	1.760	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299300&type2=-26&id2=DOID:1612
ENSP00000299314	GNPTAB	DOID:1612	Breast cancer	2.141	1.070	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299314&type2=-26&id2=DOID:1612
ENSP00000299335	COX11	DOID:1612	Breast cancer	3.364	1.682	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299335&type2=-26&id2=DOID:1612
ENSP00000299339	CLDN10	DOID:1612	Breast cancer	2.984	1.492	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299339&type2=-26&id2=DOID:1612
ENSP00000299340	CYYR1	DOID:1612	Breast cancer	1.893	0.946	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299340&type2=-26&id2=DOID:1612
ENSP00000299367	C2	DOID:1612	Breast cancer	1.256	0.628	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299367&type2=-26&id2=DOID:1612
ENSP00000299413	TRIM44	DOID:1612	Breast cancer	3.970	1.985	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299413&type2=-26&id2=DOID:1612
ENSP00000299424	TAF10	DOID:1612	Breast cancer	2.346	1.173	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299424&type2=-26&id2=DOID:1612
ENSP00000299427	TPP1	DOID:1612	Breast cancer	1.826	0.913	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299427&type2=-26&id2=DOID:1612
ENSP00000299440	RAG1	DOID:1612	Breast cancer	3.915	1.958	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299440&type2=-26&id2=DOID:1612
ENSP00000299441	DCHS1	DOID:1612	Breast cancer	2.692	1.346	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299441&type2=-26&id2=DOID:1612
ENSP00000299443	POTED	DOID:1612	Breast cancer	2.480	1.240	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299443&type2=-26&id2=DOID:1612
ENSP00000299481	NLRP14	DOID:1612	Breast cancer	1.684	0.842	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299481&type2=-26&id2=DOID:1612
ENSP00000299492	PPFIBP2	DOID:1612	Breast cancer	2.853	1.427	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299492&type2=-26&id2=DOID:1612
ENSP00000299518	IDH3A	DOID:1612	Breast cancer	2.768	1.384	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299518&type2=-26&id2=DOID:1612
ENSP00000299529	CRABP1	DOID:1612	Breast cancer	3.431	1.716	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299529&type2=-26&id2=DOID:1612
ENSP00000299563	RNF169	DOID:1612	Breast cancer	2.279	1.140	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299563&type2=-26&id2=DOID:1612
ENSP00000299565	CHRNA5	DOID:1612	Breast cancer	2.667	1.334	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299565&type2=-26&id2=DOID:1612
ENSP00000299575	ATMIN	DOID:1612	Breast cancer	2.404	1.202	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299575&type2=-26&id2=DOID:1612
ENSP00000299578	C16orf46	DOID:1612	Breast cancer	1.208	0.604	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299578&type2=-26&id2=DOID:1612
ENSP00000299601	LEO1	DOID:1612	Breast cancer	2.325	1.163	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299601&type2=-26&id2=DOID:1612
ENSP00000299608	TMX3	DOID:1612	Breast cancer	1.450	0.725	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299608&type2=-26&id2=DOID:1612
ENSP00000299626	ALG8	DOID:1612	Breast cancer	1.774	0.887	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299626&type2=-26&id2=DOID:1612
ENSP00000299633	HDGFL3	DOID:1612	Breast cancer	1.647	0.823	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299633&type2=-26&id2=DOID:1612
ENSP00000299638	POLR2M	DOID:1612	Breast cancer	1.748	0.874	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299638&type2=-26&id2=DOID:1612
ENSP00000299663	CLEC4E	DOID:1612	Breast cancer	2.727	1.363	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299663&type2=-26&id2=DOID:1612
ENSP00000299665	CLEC4D	DOID:1612	Breast cancer	1.852	0.926	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299665&type2=-26&id2=DOID:1612
ENSP00000299687	ZNF407	DOID:1612	Breast cancer	1.502	0.751	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299687&type2=-26&id2=DOID:1612
ENSP00000299697	TK2	DOID:1612	Breast cancer	4.576	2.288	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299697&type2=-26&id2=DOID:1612
ENSP00000299698	A2ML1	DOID:1612	Breast cancer	1.416	0.708	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299698&type2=-26&id2=DOID:1612
ENSP00000299705	TMED3	DOID:1612	Breast cancer	2.972	1.486	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299705&type2=-26&id2=DOID:1612
ENSP00000299727	GALR1	DOID:1612	Breast cancer	2.352	1.176	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299727&type2=-26&id2=DOID:1612
ENSP00000299736	CENPV	DOID:1612	Breast cancer	2.777	1.389	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299736&type2=-26&id2=DOID:1612
ENSP00000299752	CDH16	DOID:1612	Breast cancer	2.372	1.186	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299752&type2=-26&id2=DOID:1612
ENSP00000299766	MC4R	DOID:1612	Breast cancer	2.677	1.338	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299766&type2=-26&id2=DOID:1612
ENSP00000299767	HSP90B1	DOID:1612	Breast cancer	4.577	2.289	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299767&type2=-26&id2=DOID:1612
ENSP00000299798	SLC9A5	DOID:1612	Breast cancer	1.503	0.751	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299798&type2=-26&id2=DOID:1612
ENSP00000299821	NCAPH2	DOID:1612	Breast cancer	1.708	0.854	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299821&type2=-26&id2=DOID:1612
ENSP00000299824	PPP1R16B	DOID:1612	Breast cancer	1.657	0.829	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299824&type2=-26&id2=DOID:1612
ENSP00000299853	POLR3E	DOID:1612	Breast cancer	1.381	0.691	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299853&type2=-26&id2=DOID:1612
ENSP00000299855	MMP3	DOID:1612	Breast cancer	5.429	2.715	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299855&type2=-26&id2=DOID:1612
ENSP00000299886	COG1	DOID:1612	Breast cancer	1.038	0.519	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299886&type2=-26&id2=DOID:1612
ENSP00000299952	MARVELD3	DOID:1612	Breast cancer	1.682	0.841	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299952&type2=-26&id2=DOID:1612
ENSP00000299957	CASC4	DOID:1612	Breast cancer	2.760	1.380	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000299957&type2=-26&id2=DOID:1612
ENSP00000300006	BMERB1	DOID:1612	Breast cancer	2.654	1.327	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300006&type2=-26&id2=DOID:1612
ENSP00000300026	PPIB	DOID:1612	Breast cancer	3.795	1.897	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300026&type2=-26&id2=DOID:1612
ENSP00000300035	PCLAF	DOID:1612	Breast cancer	3.731	1.866	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300035&type2=-26&id2=DOID:1612
ENSP00000300051	LDHD	DOID:1612	Breast cancer	2.357	1.178	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300051&type2=-26&id2=DOID:1612
ENSP00000300055	PLIN1	DOID:1612	Breast cancer	3.767	1.883	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300055&type2=-26&id2=DOID:1612
ENSP00000300056	PEX11A	DOID:1612	Breast cancer	1.430	0.715	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300056&type2=-26&id2=DOID:1612
ENSP00000300057	MESP1	DOID:1612	Breast cancer	1.653	0.827	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300057&type2=-26&id2=DOID:1612
ENSP00000300060	ANPEP	DOID:1612	Breast cancer	4.523	2.261	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300060&type2=-26&id2=DOID:1612
ENSP00000300061	SCNN1G	DOID:1612	Breast cancer	1.550	0.775	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300061&type2=-26&id2=DOID:1612
ENSP00000300069	RBPMS2	DOID:1612	Breast cancer	1.590	0.795	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300069&type2=-26&id2=DOID:1612
ENSP00000300079	GLYATL1	DOID:1612	Breast cancer	3.293	1.646	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300079&type2=-26&id2=DOID:1612
ENSP00000300086	TERF2IP	DOID:1612	Breast cancer	3.091	1.546	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300086&type2=-26&id2=DOID:1612
ENSP00000300087	DCTN5	DOID:1612	Breast cancer	1.594	0.797	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300087&type2=-26&id2=DOID:1612
ENSP00000300093	PLK1	DOID:1612	Breast cancer	5.882	2.941	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300093&type2=-26&id2=DOID:1612
ENSP00000300098	GPR182	DOID:1612	Breast cancer	2.425	1.212	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300098&type2=-26&id2=DOID:1612
ENSP00000300105	CACNG2	DOID:1612	Breast cancer	1.401	0.701	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300105&type2=-26&id2=DOID:1612
ENSP00000300107	CLPX	DOID:1612	Breast cancer	2.041	1.020	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300107&type2=-26&id2=DOID:1612
ENSP00000300127	OR4D6	DOID:1612	Breast cancer	1.218	0.609	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300127&type2=-26&id2=DOID:1612
ENSP00000300128	NEMP1	DOID:1612	Breast cancer	2.230	1.115	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300128&type2=-26&id2=DOID:1612
ENSP00000300131	NAB2	DOID:1612	Breast cancer	2.612	1.306	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300131&type2=-26&id2=DOID:1612
ENSP00000300134	STAT6	DOID:1612	Breast cancer	4.991	2.495	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300134&type2=-26&id2=DOID:1612
ENSP00000300145	ATP23	DOID:1612	Breast cancer	1.557	0.779	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300145&type2=-26&id2=DOID:1612
ENSP00000300151	MRPL16	DOID:1612	Breast cancer	1.362	0.681	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300151&type2=-26&id2=DOID:1612
ENSP00000300175	SCG5	DOID:1612	Breast cancer	2.176	1.088	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300175&type2=-26&id2=DOID:1612
ENSP00000300176	AGFG2	DOID:1612	Breast cancer	1.344	0.672	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300176&type2=-26&id2=DOID:1612
ENSP00000300181	TSC22D4	DOID:1612	Breast cancer	1.197	0.598	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300181&type2=-26&id2=DOID:1612
ENSP00000300213	CCNDBP1	DOID:1612	Breast cancer	2.043	1.022	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300213&type2=-26&id2=DOID:1612
ENSP00000300226	MS4A8	DOID:1612	Breast cancer	1.118	0.559	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300226&type2=-26&id2=DOID:1612
ENSP00000300231	MAP1A	DOID:1612	Breast cancer	4.245	2.122	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300231&type2=-26&id2=DOID:1612
ENSP00000300245	AKTIP	DOID:1612	Breast cancer	2.415	1.207	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300245&type2=-26&id2=DOID:1612
ENSP00000300249	MAPRE2	DOID:1612	Breast cancer	2.666	1.333	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300249&type2=-26&id2=DOID:1612
ENSP00000300283	CKMT1B	DOID:1612	Breast cancer	3.779	1.890	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300283&type2=-26&id2=DOID:1612
ENSP00000300289	PDIA3	DOID:1612	Breast cancer	4.015	2.008	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300289&type2=-26&id2=DOID:1612
ENSP00000300291	NUDT21	DOID:1612	Breast cancer	3.385	1.692	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300291&type2=-26&id2=DOID:1612
ENSP00000300305	RUNX1	DOID:1612	Breast cancer	5.219	2.609	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300305&type2=-26&id2=DOID:1612
ENSP00000300403	TPX2	DOID:1612	Breast cancer	4.565	2.283	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300403&type2=-26&id2=DOID:1612
ENSP00000300404	B4GALNT2	DOID:1612	Breast cancer	2.578	1.289	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300404&type2=-26&id2=DOID:1612
ENSP00000300413	SNRPD1	DOID:1612	Breast cancer	1.915	0.958	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000300413&type2=-26&id2=DOID:1612
